age,gender,frequent_flyer,flight_distance,departure_delay,arrival_delay,seat_comfort,in_flight_entertainment,food_service,onboard_service,baggage_handling,checkin_ease,wifi_connectivity,satisfaction
44,Male,No,570.0,14.0,15.0,4,4,3,3,3,5,2,2
24,Female,No,571.0,4.0,8.0,4,3,3,5,5,3,2,3
34,Male,No,2685.0,2.0,13.0,1,3,3,2,2,3,3,1
22,Female,No,2136.0,1.0,0.0,5,5,3,5,4,3,1,3
32,Female,No,474.0,8.0,36.0,3,5,4,3,3,4,3,1
60,Female,No,509.0,21.0,11.0,5,5,4,3,4,3,1,3
26,Male,No,287.0,3.0,1.0,2,3,2,3,3,4,2,3
36,Male,No,539.0,4.0,8.0,5,4,3,5,4,2,5,5
37,Male,Yes,581.0,5.0,4.0,1,4,4,3,3,4,4,3
33,Male,Yes,591.0,4.0,1.0,5,5,2,5,4,5,1,4
41,Male,No,2364.0,26.0,6.0,4,5,3,4,3,4,1,4
32,Female,No,454.0,5.0,17.0,4,5,4,4,4,3,1,5
44,Male,No,609.0,11.0,8.0,4,4,4,3,5,4,3,4
32,Male,No,351.0,4.0,4.0,4,2,3,3,3,4,1,2
27,Female,No,1651.0,39.0,19.0,5,4,1,3,3,3,2,1
37,Male,No,621.0,12.0,17.0,3,2,3,3,3,3,2,3
26,Male,No,741.0,16.0,0.0,1,1,2,2,4,4,1,1
39,Female,Yes,2506.0,13.0,1.0,1,2,4,1,4,2,2,1
48,Female,No,506.0,10.0,6.0,4,3,3,3,3,3,3,3
23,Male,No,290.0,8.0,11.0,3,5,4,4,4,2,1,3
56,Male,Yes,1859.0,25.0,9.0,2,1,1,1,3,1,1,1
58,Female,Yes,238.0,12.0,21.0,3,4,4,4,3,4,3,4
40,Male,Yes,2397.0,8.0,9.0,5,3,4,2,4,4,1,5
44,Female,No,403.0,1.0,17.0,2,2,3,3,5,5,5,3
60,Male,No,2111.0,8.0,3.0,1,5,4,2,5,4,1,4
31,Female,No,2097.0,18.0,1.0,2,3,4,3,4,3,3,2
26,Female,No,2861.0,4.0,2.0,2,2,4,3,2,5,1,2
42,Male,No,2248.0,17.0,8.0,2,1,4,2,4,3,3,1
37,Male,No,550.0,9.0,8.0,2,3,3,3,2,4,1,1
21,Female,Yes,679.0,8.0,9.0,2,5,1,3,4,3,1,1
33,Male,Yes,502.0,0.0,6.0,1,2,4,4,2,5,4,1
44,Female,Yes,2246.0,20.0,1.0,3,3,3,3,4,5,3,4
19,Female,Yes,306.0,6.0,12.0,2,3,3,3,3,3,3,3
25,Male,No,498.0,21.0,27.0,2,4,2,2,3,3,1,2
21,Male,No,2866.0,5.0,4.0,1,2,4,3,4,3,2,1
22,Male,No,394.0,1.0,2.0,1,2,2,2,4,4,2,1
56,Male,No,1868.0,3.0,24.0,3,2,4,4,4,5,1,1
35,Male,No,2218.0,6.0,4.0,2,2,2,3,4,4,2,1
38,Male,No,2947.0,14.0,6.0,1,2,3,1,3,4,1,2
35,Male,Yes,1769.0,18.0,3.0,5,2,4,4,3,2,2,5
26,Female,Yes,499.0,6.0,1.0,2,2,4,2,2,4,1,1
22,Female,No,2545.0,0.0,19.0,1,1,2,1,3,4,4,1
39,Female,Yes,2541.0,8.0,15.0,1,2,4,1,4,2,1,1
27,Male,Yes,728.0,15.0,5.0,5,5,3,5,4,2,3,3
52,Female,Yes,3286.0,4.0,1.0,2,1,4,1,3,5,1,1
35,Female,Yes,2429.0,0.0,12.0,2,1,5,1,2,3,4,1
43,Female,No,789.0,8.0,3.0,3,2,3,4,5,2,1,3
44,Female,No,556.0,18.0,9.0,4,3,3,3,4,3,2,1
62,Female,No,1853.0,2.0,13.0,5,3,4,2,5,2,5,4
27,Male,No,700.0,9.0,5.0,4,5,4,4,3,2,3,3
28,Female,Yes,2026.0,56.0,1.0,2,3,1,2,4,2,1,1
38,Male,No,2476.0,11.0,32.0,3,4,3,4,4,3,3,1
51,Female,No,668.0,3.0,33.0,3,4,4,4,4,5,3,3
49,Male,No,2474.0,20.0,6.0,1,3,4,3,5,4,1,3
50,Female,Yes,2216.0,15.0,3.0,3,2,3,2,4,4,4,1
31,Female,No,523.0,21.0,1.0,3,2,3,3,5,3,2,2
36,Female,No,2483.0,1.0,2.0,4,4,2,2,4,4,1,3
33,Female,No,282.0,6.0,20.0,5,4,2,5,4,3,2,5
46,Female,Yes,578.0,4.0,4.0,2,4,3,3,3,4,3,2
65,Male,Yes,503.0,3.0,24.0,4,5,1,5,4,3,1,5
38,Female,No,575.0,18.0,9.0,2,3,4,3,4,3,1,2
39,Female,No,2414.0,1.0,1.0,3,3,4,4,3,3,2,2
23,Male,No,443.0,5.0,4.0,2,1,4,3,4,3,1,1
23,Male,No,641.0,4.0,23.0,4,2,5,5,4,4,2,5
19,Female,Yes,2409.0,1.0,37.0,5,4,4,5,4,2,3,4
33,Female,No,2413.0,15.0,7.0,5,5,2,5,1,4,3,3
34,Female,No,2563.0,14.0,11.0,1,2,3,2,3,3,1,2
39,Female,No,706.0,8.0,3.0,3,5,2,5,5,4,4,4
46,Female,No,2577.0,17.0,3.0,4,5,4,5,4,4,4,3
35,Male,Yes,2978.0,17.0,52.0,3,3,2,3,3,2,2,1
41,Female,Yes,2802.0,16.0,7.0,4,4,1,3,4,3,4,2
29,Female,No,2526.0,1.0,5.0,2,3,3,4,3,5,2,3
34,Female,No,509.0,4.0,9.0,4,3,1,3,1,1,1,2
37,Female,Yes,414.0,0.0,11.0,4,4,4,4,2,4,2,5
55,Male,No,2534.0,13.0,13.0,5,5,3,5,2,4,1,5
54,Female,No,565.0,1.0,6.0,2,1,2,1,3,2,3,1
29,Male,No,159.0,0.0,17.0,2,3,4,1,2,2,4,1
34,Female,No,345.0,17.0,3.0,2,1,3,2,3,4,1,1
38,Male,Yes,2321.0,9.0,4.0,3,4,2,3,5,2,2,3
21,Male,No,583.0,4.0,19.0,3,4,2,3,1,3,4,1
42,Female,No,588.0,20.0,18.0,2,2,1,1,5,4,2,1
30,Male,No,831.0,25.0,4.0,2,1,2,1,5,5,1,1
37,Female,Yes,381.0,15.0,13.0,2,2,1,3,4,5,3,2
27,Male,No,442.0,6.0,30.0,4,2,3,5,5,4,2,4
51,Female,No,3069.0,5.0,14.0,1,1,3,3,1,3,4,1
43,Female,No,132.0,5.0,30.0,5,3,4,4,4,4,1,4
20,Male,Yes,483.0,14.0,3.0,3,2,3,3,3,4,3,4
32,Male,No,710.0,13.0,22.0,2,3,3,1,4,2,2,1
31,Male,No,424.0,12.0,17.0,3,3,4,5,3,5,4,5
27,Male,No,446.0,8.0,1.0,1,3,1,3,1,3,4,1
55,Female,No,687.0,6.0,9.0,3,3,4,1,3,5,3,2
47,Female,No,565.0,31.0,16.0,1,1,4,1,4,4,1,1
43,Female,Yes,2679.0,3.0,5.0,1,2,4,1,5,3,2,2
41,Male,No,2559.0,9.0,3.0,3,1,3,1,4,5,4,2
35,Female,Yes,549.0,4.0,24.0,3,4,3,2,5,5,4,2
42,Female,No,600.0,5.0,14.0,3,4,4,2,3,3,4,2
39,Female,No,3157.0,8.0,13.0,1,3,4,1,5,4,2,1
25,Female,Yes,807.0,24.0,6.0,4,2,4,4,3,4,1,3
26,Female,No,429.0,2.0,1.0,4,5,3,5,2,1,4,5
18,Female,Yes,415.0,4.0,3.0,3,2,3,2,4,4,2,3
45,Male,No,529.0,1.0,7.0,1,1,5,3,2,3,3,1
36,Male,No,2655.0,2.0,3.0,5,5,4,5,5,2,2,4
22,Male,No,411.0,3.0,13.0,4,4,2,1,2,4,5,3
29,Female,No,501.0,0.0,30.0,2,3,4,1,4,4,5,1
33,Female,No,849.0,4.0,21.0,3,2,4,2,4,5,2,3
30,Female,No,595.0,3.0,9.0,3,4,2,4,1,1,1,2
37,Female,No,2483.0,21.0,3.0,3,2,3,2,4,3,1,1
30,Male,No,546.0,1.0,5.0,4,3,3,4,3,3,3,2
42,Male,Yes,2266.0,15.0,0.0,2,4,2,2,4,3,3,2
28,Male,No,2828.0,23.0,1.0,2,1,3,2,3,2,3,1
50,Male,Yes,521.0,1.0,12.0,1,1,4,2,5,4,4,1
38,Male,No,701.0,12.0,1.0,5,4,4,3,4,4,1,5
62,Female,Yes,2539.0,4.0,7.0,3,4,2,3,4,2,4,2
19,Male,No,438.0,8.0,32.0,4,2,3,4,4,3,5,3
41,Male,No,433.0,12.0,0.0,1,2,5,1,3,3,3,1
37,Female,No,532.0,3.0,5.0,1,2,3,4,3,3,4,1
47,Female,No,2600.0,4.0,11.0,5,2,5,4,5,4,4,5
21,Male,No,384.0,2.0,22.0,1,1,5,1,3,1,2,1
69,Female,Yes,2798.0,11.0,12.0,3,1,4,3,4,3,2,1
28,Male,Yes,448.0,1.0,5.0,3,4,1,3,1,3,3,1
23,Male,Yes,577.0,5.0,2.0,3,3,3,4,4,2,1,1
40,Male,No,2291.0,8.0,2.0,3,2,4,4,4,4,2,4
35,Female,No,672.0,2.0,2.0,2,1,3,1,4,3,1,1
47,Female,No,271.0,1.0,1.0,5,3,2,3,5,5,1,5
32,Female,Yes,340.0,28.0,9.0,4,4,3,2,4,5,3,4
27,Male,No,340.0,20.0,1.0,3,4,3,4,4,3,3,4
45,Male,No,258.0,9.0,3.0,2,3,3,3,3,2,3,2
39,Female,No,715.0,25.0,16.0,1,2,1,4,5,5,1,1
48,Male,No,465.0,23.0,3.0,3,2,4,3,4,2,4,1
38,Male,Yes,626.0,16.0,1.0,2,2,3,3,3,5,3,1
45,Male,Yes,442.0,6.0,6.0,3,2,1,4,4,4,4,3
38,Male,No,532.0,14.0,2.0,2,3,3,4,4,3,1,2
38,Female,Yes,460.0,14.0,13.0,2,2,4,3,4,4,3,1
29,Male,Yes,2375.0,21.0,6.0,5,3,4,2,2,3,2,3
32,Male,No,2812.0,12.0,6.0,5,4,4,3,4,1,4,3
32,Female,Yes,2853.0,2.0,18.0,3,4,4,4,4,1,1,2
44,Male,No,477.0,13.0,5.0,2,3,4,1,4,4,4,2
55,Female,Yes,874.0,9.0,10.0,5,3,5,4,4,4,4,4
49,Female,Yes,545.0,3.0,1.0,2,4,2,3,3,2,1,3
46,Female,Yes,2641.0,7.0,3.0,2,3,4,2,2,3,1,1
33,Female,Yes,522.0,9.0,4.0,2,3,2,4,4,3,4,2
31,Female,No,380.0,11.0,5.0,4,4,4,4,3,4,2,4
32,Male,No,704.0,7.0,37.0,4,4,4,2,5,5,4,2
23,Female,Yes,2435.0,24.0,4.0,2,1,2,2,5,4,1,1
63,Male,No,488.0,4.0,12.0,3,4,3,3,3,2,1,2
21,Male,No,626.0,3.0,3.0,5,4,2,5,4,3,3,4
30,Female,No,2575.0,11.0,21.0,1,1,2,2,2,3,1,1
36,Female,Yes,662.0,12.0,4.0,1,2,5,3,5,3,1,2
26,Female,No,2526.0,3.0,35.0,2,1,2,2,5,3,2,1
37,Female,Yes,2872.0,3.0,0.0,3,3,4,3,3,3,4,4
35,Male,No,443.0,15.0,13.0,4,4,1,4,4,3,5,3
27,Male,No,2665.0,6.0,1.0,3,4,4,4,4,3,3,4
28,Male,No,724.0,0.0,14.0,4,4,3,4,4,3,5,2
53,Male,No,672.0,14.0,1.0,2,2,4,1,1,5,4,1
31,Male,Yes,2724.0,21.0,7.0,5,5,4,5,4,3,3,5
57,Male,No,2224.0,10.0,3.0,3,5,3,5,2,4,3,4
31,Male,No,696.0,2.0,3.0,2,3,3,3,3,5,2,1
25,Male,No,457.0,1.0,2.0,2,2,3,4,4,4,2,1
50,Male,No,578.0,14.0,1.0,3,2,2,2,2,4,3,3
47,Female,Yes,456.0,4.0,1.0,1,1,4,1,2,3,4,1
52,Male,No,383.0,2.0,21.0,1,1,3,2,5,3,5,1
31,Male,No,1992.0,6.0,0.0,3,1,1,3,2,2,2,1
29,Male,Yes,1894.0,15.0,1.0,2,4,1,1,3,4,3,1
35,Male,No,465.0,2.0,11.0,2,3,1,3,3,1,4,1
23,Male,No,1988.0,4.0,4.0,5,4,3,5,5,4,3,5
38,Female,Yes,457.0,13.0,14.0,2,5,2,3,4,3,4,3
63,Female,No,733.0,12.0,9.0,1,4,3,2,3,2,3,1
53,Male,No,2703.0,8.0,0.0,4,3,3,2,5,4,1,3
24,Female,No,431.0,5.0,27.0,3,5,1,3,3,4,4,1
30,Female,No,533.0,10.0,1.0,3,4,1,4,3,4,1,3
36,Female,No,3310.0,7.0,13.0,3,4,4,5,4,4,1,2
26,Female,Yes,518.0,4.0,27.0,5,4,3,5,4,3,5,5
40,Male,No,506.0,10.0,27.0,2,3,3,1,1,3,3,2
20,Male,Yes,503.0,12.0,0.0,2,3,1,4,4,4,2,2
49,Female,No,355.0,8.0,1.0,5,4,4,3,4,3,3,5
27,Male,Yes,436.0,8.0,13.0,3,5,4,4,4,2,2,2
30,Male,Yes,1917.0,1.0,14.0,4,2,3,5,3,3,1,4
19,Male,Yes,757.0,15.0,2.0,1,1,4,1,3,4,1,1
26,Male,Yes,315.0,21.0,14.0,4,3,4,5,4,4,1,3
53,Male,No,676.0,16.0,4.0,4,1,4,3,4,2,2,2
44,Male,No,3069.0,47.0,2.0,3,1,1,4,3,2,3,1
55,Female,No,461.0,1.0,17.0,4,2,3,5,5,2,1,3
48,Male,No,597.0,2.0,2.0,3,2,5,3,3,3,4,5
38,Male,Yes,513.0,13.0,4.0,3,3,5,3,4,1,4,2
41,Female,No,140.0,3.0,0.0,2,1,4,2,3,2,3,1
43,Female,Yes,488.0,12.0,2.0,5,4,3,5,3,2,5,4
22,Female,Yes,2562.0,9.0,9.0,2,3,4,3,4,2,1,2
24,Female,Yes,2967.0,0.0,3.0,3,4,3,3,5,4,3,5
41,Female,No,2050.0,11.0,4.0,3,3,4,5,4,4,3,5
46,Female,No,2229.0,7.0,4.0,4,3,3,1,4,2,4,1
41,Male,No,572.0,2.0,32.0,5,3,3,4,3,4,3,3
39,Female,Yes,272.0,2.0,26.0,4,5,4,4,4,3,3,5
34,Female,No,2792.0,2.0,6.0,4,3,3,4,3,3,4,2
40,Female,No,530.0,10.0,5.0,3,5,4,5,3,3,3,5
42,Female,No,484.0,14.0,22.0,1,3,4,1,1,3,3,1
30,Female,Yes,445.0,12.0,18.0,1,1,2,1,4,4,1,1
33,Female,No,1308.0,11.0,1.0,4,3,3,3,5,3,2,2
51,Male,No,416.0,5.0,1.0,2,1,1,3,3,2,1,1
33,Male,No,646.0,2.0,12.0,1,3,2,1,4,3,3,1
44,Male,No,720.0,20.0,1.0,4,3,4,2,3,5,3,2
42,Male,Yes,2264.0,23.0,3.0,4,3,3,3,3,1,2,2
19,Female,No,2286.0,1.0,4.0,3,4,2,3,4,4,1,3
27,Male,No,2307.0,7.0,12.0,3,4,3,2,5,4,3,2
34,Male,Yes,2643.0,10.0,24.0,2,3,4,2,4,4,1,1
31,Female,No,353.0,1.0,1.0,5,4,2,3,5,4,2,5
33,Female,Yes,2705.0,17.0,13.0,4,3,3,3,4,4,4,4
28,Female,No,2456.0,2.0,0.0,1,1,4,1,1,3,1,1
42,Male,No,423.0,7.0,6.0,1,3,3,1,2,5,4,1
28,Male,Yes,632.0,3.0,34.0,4,2,1,1,5,3,4,1
40,Male,No,2280.0,3.0,0.0,3,3,3,4,4,5,3,4
31,Female,No,2845.0,18.0,8.0,5,5,4,5,4,2,4,4
35,Female,No,428.0,13.0,4.0,3,3,2,3,4,2,2,2
34,Male,No,736.0,3.0,8.0,4,2,4,1,4,5,4,2
27,Female,No,2519.0,16.0,3.0,2,3,1,2,2,5,3,1
28,Female,No,2257.0,6.0,2.0,5,5,4,4,3,5,2,5
24,Female,Yes,621.0,4.0,5.0,4,3,2,4,5,1,4,3
23,Female,Yes,464.0,2.0,6.0,4,3,3,3,4,4,1,2
24,Female,No,2284.0,7.0,11.0,2,3,4,2,4,3,4,2
50,Male,Yes,3153.0,5.0,7.0,3,3,4,5,4,3,2,4
42,Male,Yes,676.0,7.0,3.0,2,5,4,5,4,4,4,3
30,Male,No,2349.0,65.0,0.0,3,3,3,3,4,5,1,1
29,Male,No,609.0,5.0,3.0,3,2,3,1,1,4,1,1
30,Male,No,2377.0,1.0,4.0,5,3,2,1,5,3,1,2
19,Female,No,598.0,3.0,14.0,1,2,2,2,5,2,3,1
42,Female,No,796.0,35.0,2.0,4,3,3,4,5,3,4,4
29,Female,Yes,2383.0,12.0,3.0,4,4,2,5,5,3,4,4
52,Female,No,2512.0,14.0,6.0,5,4,3,4,4,3,1,4
51,Female,No,2606.0,4.0,0.0,3,2,3,2,4,2,4,1
41,Male,No,213.0,51.0,4.0,1,2,1,1,4,3,2,1
39,Female,No,2425.0,8.0,4.0,2,3,3,3,5,2,3,1
42,Female,Yes,589.0,3.0,25.0,1,1,4,3,5,4,3,1
31,Female,Yes,552.0,16.0,15.0,4,2,4,5,4,2,1,2
31,Male,No,2260.0,10.0,3.0,5,3,1,3,4,3,3,2
39,Female,Yes,332.0,5.0,12.0,3,5,3,5,4,4,5,5
34,Female,No,431.0,13.0,9.0,3,2,3,2,3,3,1,1
35,Male,No,632.0,0.0,6.0,1,4,3,4,4,4,4,3
32,Male,Yes,2212.0,25.0,7.0,3,2,1,3,2,4,2,1
57,Female,No,457.0,2.0,6.0,4,3,3,4,4,4,3,4
44,Female,No,366.0,2.0,3.0,5,5,2,5,4,4,1,5
47,Male,No,447.0,2.0,1.0,2,5,2,2,4,2,1,3
49,Female,No,410.0,12.0,4.0,5,5,1,3,5,5,1,5
53,Female,No,558.0,8.0,14.0,4,4,3,2,3,5,3,3
30,Female,No,619.0,1.0,5.0,4,4,3,3,5,3,3,5
38,Female,Yes,356.0,10.0,15.0,4,3,2,2,4,4,2,1
38,Female,No,2709.0,14.0,17.0,3,5,2,4,4,3,4,2
60,Female,No,635.0,3.0,15.0,5,5,2,5,3,3,2,5
40,Female,Yes,433.0,10.0,6.0,1,4,3,2,2,3,3,1
44,Female,Yes,406.0,4.0,8.0,4,2,3,4,3,3,1,3
40,Female,Yes,2885.0,1.0,10.0,3,4,4,2,1,4,3,1
52,Female,No,2101.0,4.0,4.0,1,3,3,2,5,4,1,1
21,Female,Yes,438.0,2.0,13.0,2,4,1,5,3,3,3,2
25,Female,No,2538.0,0.0,9.0,1,2,2,4,3,2,2,1
23,Male,Yes,589.0,22.0,8.0,4,3,1,3,2,4,4,3
37,Female,No,2565.0,25.0,9.0,4,5,3,3,4,4,1,2
34,Female,Yes,2547.0,2.0,7.0,5,3,3,4,5,4,1,2
34,Female,Yes,2558.0,14.0,5.0,3,2,4,2,5,2,1,1
51,Male,No,582.0,21.0,6.0,4,2,4,3,3,4,4,2
29,Female,Yes,558.0,0.0,4.0,2,2,2,4,2,3,4,3
39,Male,No,674.0,22.0,11.0,2,4,2,3,3,5,5,2
55,Female,Yes,645.0,20.0,1.0,2,2,2,2,4,2,1,1
34,Female,No,600.0,2.0,2.0,4,4,3,4,4,4,3,4
46,Male,No,847.0,27.0,1.0,3,2,2,4,3,4,5,2
28,Male,Yes,3026.0,4.0,14.0,3,1,3,2,4,4,3,2
55,Female,Yes,2719.0,28.0,10.0,4,3,4,4,5,4,2,5
49,Male,No,3405.0,6.0,6.0,3,3,2,4,4,3,1,3
27,Female,Yes,2251.0,5.0,18.0,3,3,3,2,2,4,2,1
57,Female,Yes,2487.0,13.0,5.0,3,4,1,3,3,1,3,1
31,Female,Yes,2810.0,21.0,17.0,3,2,4,1,4,2,3,2
50,Male,No,600.0,12.0,3.0,1,1,3,2,5,3,4,2
39,Male,No,422.0,12.0,10.0,1,2,4,3,1,1,1,1
24,Female,Yes,2633.0,3.0,0.0,1,1,3,2,4,3,1,1
50,Female,Yes,483.0,10.0,4.0,2,5,4,3,4,2,4,5
43,Female,Yes,2790.0,15.0,2.0,2,1,5,1,4,4,3,2
35,Female,Yes,566.0,1.0,1.0,4,2,4,3,4,2,1,3
49,Female,Yes,450.0,3.0,5.0,4,3,2,4,3,4,1,4
49,Male,No,2702.0,1.0,5.0,5,4,3,4,3,4,3,4
49,Female,No,213.0,15.0,10.0,1,2,3,1,5,4,2,2
38,Female,Yes,380.0,25.0,5.0,4,3,2,3,2,4,4,2
45,Male,Yes,2289.0,2.0,4.0,2,3,3,1,3,5,2,2
26,Female,Yes,3097.0,2.0,2.0,3,2,5,4,3,5,2,4
44,Male,Yes,335.0,15.0,3.0,3,3,4,5,4,3,1,5
52,Female,No,534.0,4.0,17.0,3,2,4,3,3,2,5,3
25,Female,No,546.0,10.0,2.0,5,5,3,5,5,5,5,5
57,Female,No,2418.0,31.0,4.0,3,2,2,3,3,4,4,2
29,Male,No,1890.0,3.0,2.0,2,2,4,1,2,2,2,2
37,Female,Yes,701.0,30.0,4.0,1,3,2,3,3,3,2,1
29,Male,No,431.0,6.0,12.0,3,5,3,3,5,2,1,1
38,Male,Yes,586.0,3.0,0.0,2,2,4,2,3,3,1,2
25,Female,No,1998.0,1.0,4.0,4,4,5,4,5,2,1,4
47,Male,No,3034.0,0.0,2.0,4,5,4,5,5,4,4,5
31,Male,No,431.0,11.0,9.0,3,2,2,2,4,4,5,1
39,Male,No,100.0,6.0,16.0,2,3,4,4,5,1,1,1
31,Female,No,2142.0,2.0,8.0,2,1,3,2,4,2,5,1
29,Male,No,460.0,34.0,1.0,1,3,3,1,3,5,2,1
24,Female,Yes,454.0,3.0,3.0,5,5,2,3,3,4,4,4
42,Male,No,3440.0,0.0,27.0,4,3,2,3,5,3,1,1
38,Female,No,663.0,7.0,12.0,2,1,3,3,4,3,4,1
32,Female,No,2924.0,1.0,10.0,1,1,3,1,3,5,1,1
28,Male,Yes,314.0,4.0,2.0,4,3,2,4,2,4,1,4
21,Female,Yes,391.0,0.0,22.0,5,4,4,4,3,3,2,2
32,Female,Yes,168.0,1.0,23.0,4,3,5,2,4,3,3,5
33,Male,Yes,2793.0,8.0,5.0,5,3,3,1,4,5,2,4
30,Female,No,2968.0,5.0,8.0,2,4,1,2,3,2,1,1
43,Female,No,443.0,7.0,19.0,3,2,2,1,5,3,1,1
50,Female,No,302.0,9.0,15.0,3,2,3,1,2,3,3,1
29,Male,No,591.0,5.0,24.0,1,1,2,2,3,3,2,2
30,Male,No,331.0,5.0,0.0,3,4,2,4,5,3,1,3
47,Female,No,452.0,9.0,13.0,4,1,3,3,3,3,4,4
43,Male,Yes,683.0,1.0,4.0,4,1,1,3,3,2,4,1
37,Female,Yes,2166.0,0.0,5.0,2,3,2,3,4,3,1,1
37,Female,Yes,2481.0,11.0,2.0,3,2,3,3,4,4,5,5
36,Male,Yes,592.0,4.0,12.0,5,5,5,5,5,3,5,5
34,Female,No,2630.0,2.0,6.0,2,2,2,3,4,1,2,1
39,Male,No,517.0,1.0,2.0,1,1,5,3,3,4,1,2
43,Male,No,706.0,12.0,15.0,3,4,2,5,5,3,2,1
25,Male,No,2320.0,38.0,20.0,4,4,3,5,4,3,1,4
26,Female,No,2183.0,2.0,6.0,3,4,5,4,2,3,4,5
64,Female,No,151.0,9.0,2.0,4,5,4,5,4,4,3,5
60,Female,Yes,2851.0,27.0,6.0,3,3,5,1,3,4,2,3
27,Female,No,2440.0,6.0,15.0,3,3,4,3,1,3,1,3
22,Male,No,364.0,8.0,1.0,1,2,5,1,4,3,1,1
46,Male,No,274.0,21.0,26.0,5,2,1,4,3,4,2,3
56,Female,Yes,2445.0,28.0,12.0,5,2,2,4,1,2,5,2
47,Female,No,383.0,12.0,2.0,1,1,4,3,4,4,4,2
39,Male,Yes,527.0,13.0,21.0,5,5,3,5,4,2,3,5
47,Female,Yes,1947.0,26.0,3.0,4,4,2,3,2,2,3,3
34,Male,No,281.0,13.0,16.0,4,4,3,3,3,2,1,2
37,Female,No,583.0,6.0,16.0,2,3,3,2,4,4,2,1
27,Female,No,1832.0,11.0,2.0,5,4,3,4,2,3,4,4
36,Female,No,463.0,34.0,10.0,4,2,4,5,5,1,3,3
45,Female,No,807.0,4.0,12.0,3,3,4,4,3,3,4,5
55,Female,Yes,2400.0,1.0,15.0,5,4,4,5,4,4,1,5
20,Female,Yes,242.0,10.0,17.0,5,2,4,5,3,1,2,3
45,Female,Yes,330.0,1.0,7.0,4,4,2,1,5,3,2,3
57,Female,Yes,1804.0,32.0,10.0,3,3,3,2,5,5,1,4
29,Male,No,686.0,3.0,8.0,5,5,1,3,3,2,3,2
44,Female,No,3317.0,21.0,14.0,5,2,5,4,2,4,3,4
32,Female,No,588.0,2.0,17.0,3,2,2,4,4,4,3,2
38,Male,Yes,264.0,4.0,12.0,1,3,3,1,3,2,5,3
35,Female,Yes,371.0,7.0,4.0,3,4,2,2,4,3,1,4
43,Female,No,679.0,3.0,1.0,3,4,3,4,4,4,4,4
37,Female,No,2694.0,4.0,16.0,4,5,4,2,4,3,5,3
23,Male,No,158.0,3.0,3.0,2,3,1,1,2,4,5,1
53,Male,Yes,552.0,22.0,2.0,3,4,3,4,3,4,1,3
54,Male,Yes,2660.0,5.0,14.0,2,4,4,3,4,3,2,3
30,Female,No,2732.0,11.0,1.0,2,4,5,5,2,3,1,1
58,Male,No,672.0,2.0,11.0,3,4,3,5,1,5,3,5
30,Female,No,2526.0,7.0,17.0,3,3,3,2,5,3,2,3
44,Female,No,565.0,3.0,10.0,5,5,3,3,4,5,2,4
54,Male,Yes,3117.0,26.0,1.0,1,1,3,5,4,2,1,1
32,Female,No,2398.0,11.0,16.0,4,2,1,4,3,4,5,1
36,Female,No,2672.0,0.0,4.0,4,2,4,3,4,5,1,3
22,Male,No,670.0,19.0,12.0,1,4,2,2,2,4,3,1
25,Male,No,2230.0,4.0,8.0,4,3,5,1,2,2,4,1
52,Male,No,512.0,3.0,10.0,4,3,3,3,4,3,5,3
35,Male,No,264.0,11.0,33.0,3,3,3,5,4,3,3,3
35,Female,No,2378.0,4.0,0.0,3,2,3,4,2,3,2,2
27,Female,No,529.0,3.0,22.0,2,1,3,3,3,4,1,1
41,Male,No,2430.0,1.0,14.0,5,3,2,4,2,2,2,3
24,Female,No,459.0,2.0,5.0,4,1,3,1,3,4,1,2
21,Male,No,447.0,2.0,0.0,4,5,3,5,4,1,2,4
33,Male,No,507.0,6.0,5.0,3,3,4,2,4,4,4,4
24,Female,No,389.0,2.0,5.0,5,5,1,5,4,4,4,5
34,Male,No,506.0,4.0,2.0,1,2,3,2,1,1,3,1
66,Male,No,665.0,11.0,15.0,2,3,4,2,3,4,3,1
31,Female,No,1918.0,19.0,25.0,3,3,3,2,3,4,2,2
28,Female,Yes,327.0,4.0,12.0,1,1,2,2,2,3,3,1
50,Female,No,2710.0,15.0,12.0,1,3,3,1,3,4,4,1
40,Male,Yes,2943.0,11.0,11.0,4,5,3,4,5,2,2,3
57,Male,No,2216.0,11.0,4.0,3,3,1,4,4,2,3,3
54,Male,Yes,366.0,6.0,21.0,1,2,5,4,4,2,1,3
27,Male,No,3712.0,8.0,2.0,4,3,5,3,2,5,3,3
25,Female,Yes,434.0,0.0,0.0,3,2,3,2,3,4,3,2
29,Female,No,2450.0,7.0,37.0,2,4,3,1,4,4,4,1
29,Female,No,491.0,28.0,29.0,1,1,1,1,4,3,2,1
41,Male,No,731.0,9.0,17.0,1,1,4,1,4,3,4,1
25,Female,No,2437.0,5.0,15.0,3,1,4,4,4,1,2,1
38,Female,No,342.0,24.0,2.0,4,3,4,5,2,4,4,4
42,Female,Yes,2837.0,1.0,1.0,4,3,3,2,5,3,3,5
37,Male,No,712.0,7.0,4.0,5,3,2,4,3,5,1,5
35,Female,No,2110.0,1.0,1.0,5,4,3,5,3,4,3,5
51,Female,No,402.0,6.0,12.0,4,4,4,3,4,5,2,5
39,Male,Yes,2288.0,7.0,16.0,3,2,3,2,3,4,1,1
49,Female,Yes,2622.0,21.0,1.0,1,2,4,2,5,3,1,1
21,Male,No,1915.0,6.0,9.0,1,1,2,2,5,4,2,1
